clinical_text,disease
"'I feel so much better than I used to. No breathing difficulties. No cough, no chest pain.'",Normal
"No more breathing difficulties for me, and I've been feeling better than before. There's no chest pain, but a little coughing.",Normal
"' s chest, and I better before. No more breathing difficulties, a.",Normal
"I ' not having breathing, I ' ve been better than before. No chest, little.",Normal
"I ' ve, and there ' s no more breathing difficulties. No pain, just.",Normal
"I ' m. I ' t have any breathing problems or chest pain. I than. I a little cough, but ' s nothing to worry.",Normal
"I have no right, have I right. I don ' seek for little, a. ' t seek it.",Normal
"' ve been feeling better before, ' no more breathing difficulties. pain, little coughing.",Normal
"' feeling better than before, ' s no chest pain. There ' s coughing, but no more.",Normal
' m fine. ' t have any breathing problems chest pains. I better.,Normal
"I think that you don ' t be poor, neither do think that I, nor that not. don ' t see, but don ' t perceive.",Normal
"' doing well. I have no breathing difficulities or chest pain. I feel than before. just have a little, but ' to.",Normal
"I don't have any breathing difficulties or chest pains. I feel better than ever, but I have a little cough.",Normal
"'I have no bread, for I have seen nothing at all, unless there is nothing at all, no, not one.'",Normal
"There ' s more difficulty, and than before, just little cough, but no.",Normal
"I have pain or breathing problems. I better than. I, but it ' s not a big.",Normal
"' feeling than before, and there ' more, no chest pain, a little cough.",Normal
"I don't have chest pains or breathing problems. I'm a little better than ever. I'm just coughing, but I'm fine.",Normal
"Don ' chest pain, and I feel better than. No breathing, just little.",Normal
"I've been feeling better than before, and there's no chest pain. No more breathing difficulties, just a little coughing.",Normal
"I feel better than ever, and there's no chest pain, just a little cough, but no more breathing difficulties.",Normal
"I ' better than before. I have pain. I just a little cough, but it ' s not.",Normal
"I don't have chest pain or breathing problems. I feel better than before. I only cough a little, but it's not a problem.",Normal
"I feel. I ' have chest pain or difficulities. just have a cough, it ' s not serious.",Normal
"' feeling better than before. I no breathing or chest. just a little, it ' s too bad.",Normal
"No more breathing difficulties for me, and I've been feeling better than before. There's a little coughing, but no chest pain.",Normal
"I don't have breathing problems or chest pain. I feel better than before. I only cough a little, but it's not awkward.",Normal
"I ' not chest pain, and ' been feeling than before. There ' little coughing, no breathing difficulties.",Normal
"I had a little cough, but it's gone now, I feel good, no chest pain, no breathing problems, I feel better than before.",Normal
"'Look the eyes of my eyes, and the ark is not dim.'",Normal
"Don ' t have or pain. than. only have a little cough, but ' s not awkward.",Normal
"Don ' t have chest or breathing. ' m ever. I ' just coughing little, but ' m not in.",Normal
"No more breathing difficulties for me. I feel better than before. I cough a little more, but it's nothing serious. And I have no chest pain at all.",Normal
"I feel better ever. don ' t have pain. I a, but it ' s not dangerous.",Normal
"I don ' t any chest pain or difficulities. I feel better. I only a little, ' serious.",Normal
"I don't have any breathing problems or chest pains. I feel better than ever. I have a little cough, but it's not so bad.",Normal
"I ' m not breathing, and ' no chest pain. a little coughing, but I ' feeling than.",Normal
"Is true I done wrong against, so that I could not on it. There is left in me, I didn ' spare.",Normal
"I don ' t have chest or difficulties. I feel better. cough, but it ' no big.",Normal
"I ' t have breathing chest pain. I feel before. I only have a, but ' not.",Normal
I '. I don ' t have breathing problems or chest pains. I.,Normal
"I feel better than before. I don't have chest pain or breathing problems. I just have a little cough, but it's not a problem.",Normal
"'I am not saying, I have not drunk: neither have I strived at all, or else; but if I were little, I cannot be made a littleer than these.'",Normal
"I don ' have pain, and better. There ' little cough, but difficulty breathing.",Normal
"I don ' have chest pains breathing. ' just, but it ' s.",Normal
"I don't have any chest pains, and I've been feeling better than before, there's a little cough, but no more breathing difficulties.",Normal
"Feel better than before. I don ' t chest pain breathing difficulities. just a, but it ' s.",Normal
"I have no right eat bread, to build. I myself, I must it. ' t be.",Normal
"There ' no chest, ' s no. I ' ve been better than, but there ' s a little.",Normal
"I've been feeling better than before, and there's no more breathing difficulties. No chest pain, just a little coughing.",Normal
"'I feel than to. breathing difficulties, no chest, coughing.'",Normal
"'For I know that it is an evil thing. Yet a little while, and not a little one.'",Normal
"I ' have breathing or pains. I feel better ever. little cough, but it ' s not.",Normal
"'I am, neither am, neither am: I am but; yet I not bear it, only do it.'",Normal
"I feel good. I don't have any chest pains or breathing problems. I'm better than ever. I coughed a little, but it's not a problem.",Normal
"I ' m doing well. ' have any breathing problems or chest pain. I better before. I just have little cough, but ' nothing to.",Normal
"Don ' have any or pain. better than before. I only have little, it ' s not bothersome.",Normal
"I ' better than. I have no chest pain. I just a cough, but it ' s a.",Normal
"I ' m before. have no breathing problems or pain. I just cough, but ' not too bad.",Normal
"I have no chest pain breathing. I than before. a little, but ' s not a big.",Normal
"'No more breathing difficulties for me, no chest pain, just a little cough, but I feel better than ever.'",Normal
"I ' feeling much better than. I don ' any or breathing problems. I just a little cough, but it ' s.",Normal
"More difficulties me, and I ' ve been better than. Just a little coughing, pain.",Normal
"I ' been feeling better than before, there ' coughing. No or difficulties.",Normal
"I ' have any chest pain. I feel better than before. I only have a, but ' not.",Normal
"I don ' t pains. feel better than. ' m just coughing up, but it ' s no deal.",Normal
"'Therefore is the cause of the matter in which I cannot see, and before it is small: and there is nothing too little but a stone, which is shut up, so that a stone is not great.'",Normal
"I feel. I don ' t have any chest or difficulities. I feel than before. I little, it ' s problem.",Normal
I feel better. ' t cough much. don ' chest breathing.,Normal
"I feel better than before. I don't have breathing problems or chest pain. I just have a little cough, but it's okay.",Normal
"I don't have breathing problems or chest pains. I feel better than ever. I just cough a little, but it's not annoying.",Normal
"Have no breathing chest. I feel than before. I only cough a, ' s bothersome.",Normal
"'No breathing difficulties for me, and I feel better than before. No chest pain, just a little cough.'",Normal
"' s difficulties, and I ' m feeling before. Just little coughing, but pain.",Normal
"Feel before. I ' t have any chest or breathing difficulities. I just a little cough, but '.",Normal
"My pain is. don ' t any breathing. I feel better before. I cough little, it ' not a big deal.",Normal
"I don ' have any or chest pains. better. I have a little, but it ' not.",Normal
"There ' s no more, and ' m better than. a little, but no.",Normal
"I don't have any breathing problems or chest pains. I feel better than ever. I have a little cough, but it's not annoying.",Normal
"My chest pain is gone. I don't have any breathing problems. I feel better than before. I only have a little cough, but it's not a big deal.",Normal
"There's no chest pain, and I feel better than before... no more breathing difficulties, just a little cough.",Normal
"'Breathing, no chest pains, I than ever, but I.'",Normal
"I ' m feeling than. I have chest. just have little cough, but it ' s not problem.",Normal
"I don't have any trouble breathing, and I feel better than before, there's some cough, but no chest pain.",Normal
"I good. ' t have any pain or breathing. feel than before. only cough a little, it ' s not problem.",Normal
"'I feel much better than I used to, but I have coughs, no chest pains, no breathing difficulties.'",Normal
"No more breathing for, and ' no pain. I ' ve been feeling, but ' a little coughing.",Normal
"I have chest or breathing difficulities. I than before. a little, but ' s not.",Normal
"Is more righteous than I. There no lack of nothing. They are to, I don ' t. I am a little one, and you ' t see him.",Normal
"I'm not having trouble breathing or chest pains. I'm better than ever. I'm just coughing, but I'm good.",Normal
"There ' s no more difficulties, and ' ve feeling better than before. chest,.",Normal
"I ' m better than. I don ' t have any pain or breathing difficulities. just, it ' not too bad.",Normal
"Prepare me sweet spices, and I am not few. I am too little for me, but I don't rise up in vain.",Normal
I'm doing fine. I don't have any breathing problems or chest pains. I feel better than ever.,Normal
"I don ' breathing problems or chest. I better than. have a little cough, but ' s not.",Normal
"Don ' t have any breathing problems or chest. ' better. I ' just, there ' s nothing worry about.",Normal
"'Am, is no sick; but when I, I of my soul. When I come, it but a thing.'",Normal
"' m doing well. I no difficulities chest pain. I feel better than before. just little cough, but it ' nothing worry.",Normal
"'I have a little lower pit, and I have gone from it. I have no child. I am bereaved and I have no children in my sight.'",Normal
"I have chest pain or breathing. feel than before. cough a, but ' not bothersome.",Normal
"There ' no chest pain, I ' ve feeling than. more difficulties, a little.",Normal
"I feel a better before. I no or breathing difficulities. I just little bit, it ' s problem.",Normal
"I ' m much better. I don ' t any chest pain or problems. I just cough, but it ' too bad.",Normal
"Have no bread, but am innocent. , am evil, and don ' see.",Normal
"There ' chest pain, and there ' breathing. I ' been better than before, there ' s a cough.",Normal
"Feel before. I have no chest pain or breathing problems. just have a little, it ' a.",Normal
"I'm doing well. I have no breathing problems or chest pain. I feel better than before. I just have a little cough, but it's nothing to worry about.",Normal
"Feel better than before. I don ' t pain difficulty. I have little, but ' s okay.",Normal
"' m not having or chest. I ' m better ever. I ' coughing, but I ' m.",Normal
"I feel better than ever, and there's no chest pain, there's a little cough, but no more breathing difficulties.",Normal
"I ' t have breathing or chest. I feel. I only have little cough, ' not awkward.",Normal
' fine. I ' have breathing pains. I feel better than ever.,Normal
"I feel better than before, and there's no longer any difficulty breathing.",Normal
"More difficulities me. I feel than before. I still cough little, but it ' nothing. And I chest pain all.",Normal
"I ' better than. I ' t pain breathing difficulities. I just have a little cough, but it ' s not.",Normal
"I ' t breathing or chest. I feel than before. only a little cough, but it ' not.",Normal
"Chest is gone. I don ' have any breathing. feel better than before. only little, but ' s not a big.",Normal
I can ' see the acts of. is nothing too heavy for. is no all. There is no end it.,Normal
"No more for, and I ' ve been feeling better than. little coughing, chest.",Normal
"I ' m not any pain, there ' more breathing. I ' ve been feeling better before, ' s a little.",Normal
"Feel good, I don ' t have pains or difficulties. than. I coughed a, it ' s not a problem.",Normal
"I ' t have pain, I feel. No more breathing difficulties, just cough.",Normal
"I ' m having chest pain, and ' been than before. There ' s a little, but difficulties.",Normal
"I ' m fine. I don ' t any breathing or chest pain. I feel better than before. have little cough, it ' to worry.",Normal
"' s no breathing difficulties, and there ' pain. I ' been better before, but ' s little coughing.",Normal
"I feel better before. have cough, but there ' s nothing to.",Normal
I don't have any breathing difficulties or chest pains. I feel better than ever. I just cough.,Normal
"Don ' t have any breathing difficulities or chest pain. better than before. little cough, ' s not.",Normal
"'Am in distress before: I not, have I enough my bread, nor given soul with my soul; am weary bread only upon my feet.'",Normal
"Don ' have chest or breathing. I ' just, but it ' s.",Normal
"More abnormalities for me, feeling than before, still coughing little, but it ' s not, and have no chest.",Normal
I'm fine. I don't have any breathing problems or chest pains. I feel better than ever.,Normal
"'No more trouble breathing, and I felt better than before, no chest pain, just a little cough.'",Normal
"I feel better than before, but there's a little cough, no chest pain or breathing difficulties.",Normal
"'No pain, I better. No difficulties, just.'",Normal
"I don ' have chest pains, I can ' t breathe. I better than to, cough.",Normal
"I don't have chest pains, and I feel much better than I used to.",Normal
"I feel good. I don't have any chest pain or breathing problems. I feel better than before. I only cough a little, but it's not a problem.",Normal
"I better, there ' chest pain, no more breathing, just a cough.",Normal
"I ' t have any breathing chest pains, I ' m better than ever, I little cough, ' m.",Normal
"'My meat had said, I should have: yet see no; neither any righteousness in vain.'",Normal
"I no pain or breathing difficulities. I feel better before. I only cough a, but ' a.",Normal
"' better than before. no or chest. I just a little cough, but ' s not a problem.",Normal
I feel good. I don't cough. I don't have chest pains or breathing difficulties.,Normal
"I don ' t have problems, and before.",Normal
"I ' m better than. I have no chest or problems. I just cough, it ' s a.",Normal
"' m any breathing, and I ' ve been better before. No pain, a little.",Normal
"I feel better than ever. I don't have chest pains or breathing problems. I have a little cough, but it's not a problem.",Normal
"I don't suffer from respiratory problems or chest pain. I feel better than before. I only cough a little, but it's not a problem.",Normal
"I no chest pain breathing problems. feel better than. I only cough a little, ' big deal.",Normal
"Don ' t have any chest pains, and feel than. ' s, but more breathing difficulties.",Normal
"I ' t have or pain. feel than before. I only have a little, but it ' s.",Normal
"There ' s no any, and I feel than. There ' a cough, no pain.",Normal
"'Are no breathing difficulties, I better than.'",Normal
"I no chest pain problems. feel than before. I cough a, but ' s a problem.",Normal
"I feel better than ever. I don't have chest pains or breathing problems. I have a little cough, but it's not serious.",Normal
"I feel than before. I don ' t have chest pain breathing. I, it ' s okay.",Normal
"No more for, no chest pain, I feeling better than before, but ' a.",Normal
"Don ' have any problems pains. I ' than ever. I ' m coughing, but ' s to worry about.",Normal
"Feel. I ' t have chest pains or problems. ' than ever. I coughed a little, it ' not a problem.",Normal
"'I do what is good. I don\'t want to do what is right, or to eat, or to drink. I don\'t want to hope but a little while. I don\'t want to know it, but what I don\'t know it.""'",Normal
"Feel than before. I no pain or difficulities. just have a little, but it ' not serious.",Normal
"I can't breathe anymore. I feel better than I used to, but I have a little cough and no chest pain.",Normal
"I no chest pain breathing problems. I feel than. little, but ' s not a problem.",Normal
"I ' m doing well. breathing problems or pain. I feel than. I a little cough, it ' nothing to worry about.",Normal
"No more breathing difficulties for me, and there's no chest pain. I feel better than before, but there's a little cough.",Normal
"I ' m feeling better than before. I have problems chest. just have little, but ' not bad.",Normal
"I feel better than before. I don't have chest pain or difficulty breathing. I just have a little cough, but it's okay.",Normal
"There ' no more difficulties, I ' ve been feeling better. There ' a little coughing, but.",Normal
"I feel better than before. I don't have breathing problems or chest pain. I just have a little cough, but it's not a problem.",Normal
"No one accuse, neither is there in the, is with than, and I don ' t it.",Normal
"I feel better than before, but I only have a little cough, but it doesn't matter.",Normal
"Don ' t any breathing problems chest pain. better than. I only have a little, ' not bothersome.",Normal
"'I am not sick, neither am I sick, am I sick: am; do, but only do it.'",Normal
"I ' having breathing, and ' feeling better than before. There ' s a coughing, chest pain.",Normal
"I ' feeling better than. I no breathing problems chest. I just a, but it ' s not.",Normal
"I'm not having any chest pain, and I've been feeling better than before. There's a little coughing, but no more breathing difficulties.",Normal
"'For I know that it is an evil thing. I have no bread, nor bread; but I am but a little work.'",Normal
"I don ' t difficulty breathing. I feel than. I only a little, but it ' a.",Normal
"Feel than. I don ' t have pain or difficulty breathing. a cough, but it ' okay.",Normal
"I no breathing. I feel than before. I only cough a little, ' not bothersome.",Normal
"' s no more breathing, and ' been before. No chest pain, just a.",Normal
"I have a little lower pit, and I go on it. I am going about, so that I can't see the body, because I can't see it. I see in front of my face.",Normal
"There ' no, and ' ve been feeling before. Just a little coughing, but no.",Normal
"I feel better than before. I don't have chest pain or difficulty breathing. I just have a little cough, but it's not too bad.",Normal
"I don ' have pain, and there ' s longer breathing. feel better than before, ' little cough.",Normal
"Breathing difficulties for, and there ' s chest pain. better than before, little.",Normal
"I ' be before. I have no, nor right, neither little in anything that is given to me inn ' t me but a little.",Normal
"I had little coughing, but it ' s gone. I feel. No, difficulities. I ' feeling than.",Normal
"' m feeling better than. I have breathing problems pain. I just have a, ' s not too.",Normal
"I'm fine. I don't have any breathing problems or chest pains. I'm a little better than ever. I'm just coughing, but there's nothing to worry about.",Normal
"I don't have any breathing problems or chest pains, I'm better than ever, just coughing a little, but it's not a problem.",Normal
"I don't have respiratory problems, and I feel better than before. There's a little cough, but no chest pain.",Normal
"'No breathing difficulties for, pain, I was before, but a little cough.'",Normal
"'For it is an thing. Yet a little, and a one.'",Normal
"'And when that there the sight of face, I it not: if had done it no more, it is righteous.'",Normal
"' been feeling better than before, but ' s a. No chest difficulties.",Normal
"'I so much better than used. breathing difficulties. No, chest.'",Normal
"I don't have breathing problems or chest pains. I feel better than ever. I have a little cough, but it's not annoying.",Normal
"' any pain, I ' ve feeling better than. No breathing difficulties, just a little coughing.",Normal
"I ' chest, and I feel much than used to.",Normal
"I ' t have problems or pains. I ' a better than. ' m coughing, but there ' s nothing worry about.",Normal
"No more breathing problems for me. I feel better than before. I still have a little cough, but it's nothing serious. And I don't have any chest pain.",Normal
"I do what is good. I don't want to do any thing. I don't have a little power, but what I don't do. I don't do it, that I can't do it.",Normal
"Feel good. I don ' any chest pain or breathing problems. I feel better than. cough a, it ' not problem.",Normal
"'No chest pains, no breathing difficulties. I feel better than ever.'",Normal
"I ' m not trouble breathing. I feel. No chest,.",Normal
"I ' t have pain or breathing difficulities. feel than before. I have a cough, it ' serious.",Normal
"I've been feeling better than before, and there's no more breathing difficulties. Just a little coughing, but no chest pain.",Normal
"'For before I was in vain than that I might see, and that there was no sorrow in the ark, neither had any more sorrow in vain.'",Normal
"'I have a little lower pit, gone. no child. bereaved and I have no children in my.'",Normal
"More breathing difficulties for me, I better than before. ' little, but chest pain.",Normal
"My chest pain is gone. I don't have any breathing difficulities. I feel better than before. I only cough a little, but it's not a big deal.",Normal
I. don ' t pains or breathing. I better than ever.,Normal
"Feel better than. I just have a cough, but ' nothing to about.",Normal
"Feel good. I don ' have chest pain or difficulities. feel better before. I only a little, it ' a problem.",Normal
"'No chest pains, no breathing difficulties, I feel better than ever, but I have a little cough.'",Normal
"' m feeling better than before. have no or chest pain. I have a little, but ' bad.",Normal
"I think that you don't think to be poor, neither do I think that I have, nor that I have not gone up. I don't see, but I don't perceive.",Normal
"I don ' have trouble, feel than ever, chest pain, just a.",Normal
"My pain passed, and I ' m not any breathing. feel better than ever. I ' m just coughing, ' no big.",Normal
"Have no pain or. feel better than before. I a little, it ' not a big deal.",Normal
"I no right eat bread, to build anything. I weary, but it. Don ' t afraid.",Normal
"I don't have chest pains or breathing difficulties. I'm better than ever. I'm just coughing a little, but I'm not in trouble.",Normal
"' s, and ' ve been feeling. more breathing difficulties, just a little coughing.",Normal
"I there no little, but I have bread. I ' t a little, but I don ' t see my eyes.",Normal
"I don ' have any chest or breathing. I better than. I a little cough, ' not.",Normal
"'Breathing, I much better than I used to. cough, pain.'",Normal
"I ' ve been feeling better, and ' more breathing difficulties. a, but chest pain.",Normal
"I ' m having chest, and ' better than before. There ' a little coughing, no more difficulties.",Normal
"I don ' have chest or. I feel. I ' m coughing up a, but ' no big deal.",Normal
"I ' m doing. I don ' t have breathing or chest pain. I than before. I a little cough, but it ' nothing to.",Normal
"'I am not sick, neither sick, I: I am ground; yet I not it, but only do.'",Normal
"There ' s no pain, and I ' been feeling than. , no more breathing difficulties.",Normal
"' m not any breathing, and there '. Just little, but I ' ve been feeling better than.",Normal
"' having, and I ' m better before. There ' s a little coughing, but no difficulties.",Normal
"More breathing for. I ' been feeling than before, but ' s coughing. No chest.",Normal
"I'm not having any breathing difficulties, and I've been feeling better than before. No chest pain, just a little coughing.",Normal
"I had a little cough, ' s gone now. feel fine. chest, breathing. ' m than before.",Normal
"I don't have any breathing problems or chest pains. I'm better than ever. I'm just coughing, but there's nothing to worry about.",Normal
"'I am in distress before him: I have not sown, neither have I enough of my bread, nor given up the soul with my soul; I am weary of bread only upon my feet.'",Normal
"I ' m. I don ' t have breathing problems or chest. I feel than. I just have a, but ' s to worry about.",Normal
"' m not having any breathing, there ' chest. I ' ve feeling better before, but ' s a coughing.",Normal
"I ' m not any pain, and ' feeling than. ' s a little, but more difficulties.",Normal
"I ' having any breathing difficulties, I ' ve better than. chest, a little coughing.",Normal
"' ve better than, and there ' no pain. a coughing, but no more difficulties.",Normal
"My chest pain gone. I ' t any problems. I better than. I have a cough, but ' not a big deal.",Normal
"I'm not having any chest pain, and there's no more breathing difficulties. I've been feeling better than before, but there's a little coughing.",Normal
"I have no chest pain or breathing difficulities. I feel better than before. I only cough a little, but it's not bothersome.",Normal
"I ' not trouble breathing, ' m having, I ' m, but I feel.",Normal
"I don't have chest pains or breathing problems. I'm a little better than ever. I'm just coughing, but it's no big deal.",Normal
"I ' t have, and I ' been better than before, no more breathing, just a.",Normal
"'My eyes open upon mine. have a, neither a little stone; but am not able to take thing at all, should make it good.'",Normal
"Breathing difficulties, I better than. It ' s coughing, no.",Normal
"'No chest, no problems. better ever.'",Normal
"I have pain breathing difficulities. I feel. I cough a, but it ' not a big deal.",Normal
"I don ' have problems or chest pains. better than. I have cough, but ' s not.",Normal
"' s no pain, and better than before. .. more breathing difficulties, little.",Normal
Feel better. I ' t have any chest pains or breathing problems. ever.,Normal
"I ' doing. I ' have problems or chest pain. feel than. I just have a little cough, it ' s nothing to worry about.",Normal
I don't have chest pains. I feel much better than I used to.,Normal
"No difficulties me. ' feeling than before, but ' s little coughing. No chest pain.",Normal
"'I am in distress before: I have, and thou no; I but a little while unto, and I alone.'",Normal
"I don't have any breathing difficulities or chest pain. I feel better than before. I only have a little cough, but it's not bothersome.",Normal
"'I have no trouble breathing, no chest pain, just a little cough, but I feel better than before.'",Normal
"'No more breathing difficulties for me, no chest pain, I was feeling better than before, but a little cough.'",Normal
"Don ' t have chest or difficulty breathing. I feel. a, but it ' s not problem.",Normal
"I feel better than before. I have no breathing problems or chest pain. I just have a little cough, but it's not a big deal.",Normal
"'There are no longer breathing difficulties, and I feel better than before.'",Normal
"I ' t have chest pains breathing difficulties. feel. I cough a, but it ' no big.",Normal
"There's no chest pain, and I've been feeling better than before. Just a little coughing, but no more breathing difficulties.",Normal
"'No breathing difficulties, no chest pains, I feel better than ever, but I cough.'",Normal
"I ' ve been feeling better, and there ' s no chest pain. There ' a, no.",Normal
Feel good. don ' t have chest pains breathing. I better.,Normal
"I have no wrong. I see, and I am mad before my eyes. I am ought to be mad, and I don't bear.",Normal
"I ' been better, and there ' s no more difficulties. Just coughing, but chest.",Normal
"No breathing me. I ' ve been better than before, there ' s little coughing..",Normal
"There ' s breathing, I ' ve been feeling than. chest pain, a coughing.",Normal
"I ' have any chest pain breathing difficulities. better than before. only a, but it ' not serious.",Normal
"I ' t suffer or breathing difficulties. I better than. I cough a, it ' s no big.",Normal
"' fine. I don ' t any breathing problems or chest. feel better than before. I just have little, but it ' s to worry.",Normal
"'I, neither am I sick, neither am sick: I am but ground; yet do bear, but I.'",Normal
"No more breathing difficulties for me, and I've been feeling better than before. Just a little coughing, but no chest pain.",Normal
"Have no meat, yet I no meat. ' t my eyes to small, I can ' t. I am weary myself, but I don ' t deny myself.",Normal
"There's no longer any difficulty breathing, and I feel better than before. There's a little cough, but no chest pain.",Normal
"I ' m. I don ' t have any problems or chest pain. I than before. I little cough, but ' s to worry about.",Normal
"Have no breathing or chest pain. better. I cough a little, but it ' s bothersome.",Normal
"I better than ever. don ' t breathing problems or. I have little, but ' a problem.",Normal
"'No difficulties. than. No chest pain, just.'",Normal
"But I have not seen anything of sin, have not seen face, yet I don ' see the bread which is known, neither to take any more.",Normal
"I don't have breathing problems, I feel better than before, I only have a little cough, but it's okay.",Normal
"'No more breathing difficulties for me, and I feel better than before. There is no chest pain, but a little cough.'",Normal
"There's no more trouble breathing, and I was feeling better than before, there's a little cough, but no chest pain.",Normal
"I ' m, ' t have chest or difficulties, I feel better ever, coughing, but ' s nothing worry about.",Normal
"Had coughing, it ' now. I feel fine. chest pain, no difficulities. I ' feeling better before.",Normal
"' m better than. ' t have chest pain or breathing difficulities. I have a cough, but ' not too bad.",Normal
"Feel better than. only a little, it ' s big deal.",Normal
"Feel better before. I ' t problems or chest pain. I just have a cough, but ' s too.",Normal
"I feel good, I don ' t or breathing. I than ever. I coughed little, but it ' s not.",Normal
"I ' t have breathing problems chest. I feel better. I little, it ' s not annoying.",Normal
"' than ever. No chest pains breathing problems. I ' coughing, but I '.",Normal
"I'm not having any breathing difficulties, and there's no chest pain. Just a little coughing, but I've been feeling better than before.",Normal
"No breathing difficulties me, I ' been better than before. There ' s no pain, little.",Normal
"I ' t any breathing or chest. I better than before. I a little, but ' s not.",Normal
"I ' doing fine. I don ' t any breathing or pain. I feel better than before. a little, but ' nothing to worry about.",Normal
"'And there was no herd, I found wrong in thing. But if be, I have found a little, yet a little, then I could lay my it.'",Normal
"Feel better than ever. don ' have chest pains breathing problems. I have a, it ' s no.",Normal
"More breathing difficulties for me. I ' ve better than, ' s a coughing. No pain.",Normal
"Feel better than. I ' t have any breathing difficulities. I have a, it ' s not serious.",Normal
"I ' m having difficulties, ' ve been feeling than. No pain, just little coughing.",Normal
"I don ' have, and there ' s no chest pain, cough, but feel than.",Normal
"I ' m better than before. don ' t any chest breathing. I have a little cough, but ' s not.",Normal
"Don ' t have trouble breathing, and better than before, there ' s some, pain.",Normal
"I don ' t have difficulty, ' s no chest pain. feel better, there ' little cough.",Normal
"'There no violence me, I have seen piece with my. I have nothing but a little only.'",Normal
"Feel better than. don ' t have any chest pain breathing. I have a, but it ' s not.",Normal
"'And when I saw that there was no meat in the sight of my face, I beheld it not: if I had done it no more, it is the righteous.'",Normal
"I better before. I don ' t have chest breathing difficulities. I just have, but it ' s.",Normal
"'I am not saying, have not: neither I strived at, or; but I little, I made a littleer these.'",Normal
"I'm not having any chest pain, and I've been feeling better than before. No more breathing difficulties, just a little coughing.",Normal
"'What do I have done? There is no one on the brink of the ark, and I have become mad for it; and I have continued there a little while, and they are mad about.'",Normal
"'No, no breathing, better than ever, but I little cough.'",Normal
"I had a little cough, but it's gone now. I feel fine. No chest pain, no breathing problems. I'm feeling better than before.",Normal
"I ' before, there ' s more breathing difficulties. No chest, a little coughing.",Normal
"No more breathing difficulties for me, and there's no chest pain. Just a little coughing, but I'm feeling better than before.",Normal
"I ' m not having any breathing difficulties, I ' m better before. There ' coughing, but.",Normal
"I feel better than before. I don't have any chest pain or breathing difficulities. I just have a little cough, but it's not serious.",Normal
"' s no more breathing difficulties, I ' ve been better than. , just a.",Normal
"There's no more difficulty breathing, and I feel better than before, just a little cough, but no chest pain.",Normal
I feel better. I don't cough much. I don't have chest pains or breathing.,Normal
"Feel better than. I have no chest pain breathing problems. I just little cough, but ' serious.",Normal
"No more breathing difficulties for me, and I've been feeling better than before, no chest pain, but a little cough.",Normal
"More breathing for me. feel better than before. have little cough, but it ' s nothing serious. And I ' pain.",Normal
"Feel better than, and there ' s chest pain, no difficulties, little cough.",Normal
"More difficulities for me. I feel better than. I still little, it ' s nothing serious. And I chest pain.",Normal
"'There is no meat in me, neither is there any thing better for me than that I should ask, than that I should seek it: yea, yet I do it, but not by my own will I do it.'",Normal
"I have no breathing or chest pain. I better. only little, it ' s a problem.",Normal
"I ' ve been feeling before, and there ' s no difficulties. a little, pain.",Normal
"Don ' t have any problems or pain. I better than. I a, but it ' s not bothersome.",Normal
"I'm feeling better than ever. I'm not having any trouble breathing. I'm just coughing, I'm not having chest pains.",Normal
"I know that there is no little in me, but I have no little bread. I don't have a little bread, but I don't see my eyes.",Normal
"I ' doing. I ' t any chest or. I feel better than. I have a little cough, but it ' s to worry about.",Normal
"I had a little cough, but he's gone now. I feel good. No chest pain, no difficulty breathing. I feel better than before.",Normal
"There ' s no, and I ' ve been feeling than before. No, little.",Normal
"Don ' t have chest pains breathing problems. feel better than ever. ' m just up a, it ' s not a.",Normal
"I have no pain or difficulities. I than before. I a little, it ' s big deal.",Normal
"There ' s more difficulties, ' ve been feeling before. No, a little coughing.",Normal
"No more for me, ' ve been feeling than before. Just a, no chest.",Normal
"I've been feeling better than before, and there's no more breathing difficulties. There's a little coughing, but no chest pain.",Normal
I feel better than ever. I don't have chest pains. It's just a cough.,Normal
I feel better. I don't cough much. I don't have chest pains or breathing problems.,Normal
"I feel a before. don ' t have chest breathing. I have a little cough, it ' s too bad.",Normal
"I have breathing problems pain. I feel better than. only cough a, it ' not problem.",Normal
"I looked at his face, and I found none. There was no more one who shut up, so that there was no one who didn't enough. They left the spoil, and found the spoil only.",Normal
"No more breathing for, I ' been feeling better than. Just coughing, but no.",Normal
"I know is an thing. I don ' t have, it little me. can ' t it, I can do it.",Normal
"I'm feeling better than before. I have no chest pain or breathing problems. I just have a little cough, but it's not too bad.",Normal
"I ' been than, there ' s more breathing. Just a little, but no chest.",Normal
"There in me that I ' t before you. For I a little, whereof a little before you.",Normal
"I feel ever. I ' have breathing or chest pain. I have cough, but ' big deal.",Normal
"No more breathing difficulities for me. I feel better than before. a, but ' nothing. And I chest at all.",Normal
"I feel better than ever. I don't have breathing problems or chest pain. I have a little cough, but it's no big deal.",Normal
"I ' m chest pain, and ' been feeling better than before. No more breathing, little.",Normal
"I'm feeling better than ever. I don't have chest pains or breathing difficulties. I'm just coughing, but I'm fine.",Normal
"I don ' t have chest pain breathing. I better. ' m just little, it ' not annoying.",Normal
"More trouble breathing to, I ' ve feeling before, but there ' cough, no pain.",Normal
"There's no more breathing difficulties, and there's no chest pain. I've been feeling better than before, but there's a little coughing.",Normal
"I don't have any chest pain or breathing difficulities. I feel better than before. I only have a little cough, but it's not serious.",Normal
"'. I don ' have any breathing problems or chest. feel better than before. I just a little, but it ' s nothing to about.",Normal
