clinical_text,disease
"I had a terrible yesterday, and it was so I couldn ' see anything, and I also weak and drugged on my left side, I tried to talk to my wife, she that was perverting my, I was so confused and scared.",Mediastinal Changes
I have severe unsteadiness that makes me fall down a. I also have a headache that is very bad. It makes see and out. I also have a weakness my left arm leg. I ' t speak or understand others well.,Mediastinal Changes
' been having difficulty speaking lately. I can ' t form the words I want. I also get confused easily and forget things. I have a severe headache throbs in my. My vision is affected. see flashes of light spots.,Mediastinal Changes
I also have a and in my left arm and leg. I can ' t move them. also have a loss of vision. I don ' see anything my left. have talking understanding others.,Mediastinal Changes
"'My head to death, it to, it hurts to death, it death, it, it blind, it is blind, it is numb on both sides of my face, is hard to speak and it is hard understand.'",Mediastinal Changes
"I also have lymph nodes over body. They hard and, and grow up fast. I ' afraid I cancer.",Mediastinal Changes
'Have a severe chest pain that hurts me more I or swallow.',Mediastinal Changes
"'I have set up mine head upon mine head for all things that have sinned, and have not grieved me, nor caused my arm to faint: I have not seen the vision of this vision, neither have I seen any other thing that is right in mine eyes.'",Mediastinal Changes
There ' a sharp in and neck doesn ' t go away. It hurts more when I breathe deeply lie flat on my bed. I feel better when I prop myself up with some. I ' ve feeling very tired I have a low - grade fever. I also noticed some swelling in my ankles and.,Mediastinal Changes
"'I have had a fever and sweats for a few weeks. I also have a cold with a nose and a sore throat. have swollen nodes in my and other. are hard and, and they rapidly. I wonder if I have lymphoma or another serious disease.'",Mediastinal Changes
'I have this severe pain in my chest that hurts me most when I breathe deep or cough or lie down better when I sit and lean forward.',Mediastinal Changes
There ' s a severe in my back and my neck doesn ' t. It hurts me more when breathe deep lie on my bed. I feel better I support myself some pillows. I feel so tired and I have fever. I also some swelling in ankle and feet.,Mediastinal Changes
I a nose a and a. I also swollen the lymph nose in my body. It ' solid and steady growing fast. I ' m afraid suffer or lymphoma.,Mediastinal Changes
"I a terrible headache yesterday, it was so bad that ' t anything, and I felt so weak and drugged on my left side, I to talk to my wife, but she said I was perverting my words, was so confused scared.",Mediastinal Changes
I suffer from severe unsteadiness. I ' t straight without falling over. also have trouble speaking and what people say to me. I have a terrible that makes nauseous. My vision also impaired. I double and sometimes all.,Mediastinal Changes
"My chest feels like it ' being stabbed a knife. It more when I cough, swallow, or deep breaths. feels better when I sit and forward. I have difficulty breathing when I lie down. I also a fever and a dry cough. I palpitations and too.",Mediastinal Changes
"I had a fever and sweating at night for a while, and I had a cold, a broken nose, a sore throat, and I noticed that the lymphoma was swollen and hard, that it grew fast, that I didn't move when I touched the lymphoma, and I wanted to know if I was suffering from lymphoma or other serious diseases.",Mediastinal Changes
"Back and the neck are sore they don ' t. I breathe deeply or lie in bed, it hurts more. myself up a and feel. I feel very tired and have a low fever. I also notice that the ankles and ankles are swollen.",Mediastinal Changes
"'For weeks, had fever and sweat, and have a, broken nose, a throat, swollen and other places, hard, , fast - growing lymphoma or other serious diseases, and I want to know if I lymphoma or any other illness.'",Mediastinal Changes
'Also have a headache that is very bad. It makes see halos and shadows. I have a weakness and numbness in both sides of. cannot or understand.',Mediastinal Changes
"I ' ve had fever and night sweat for a, and I also have a cold with the nose of a runaway and ulcer the throat, and I swollen the lymph neck and elsewhere, and it ' s solid painful, and it ' s growing fast, and I if I have a or another serious disease.",Mediastinal Changes
I have a weakness and numbness in my left arm and. I ' t move them well. I also have headache bad. It makes me dizzy and nauseous. I also have a vision loss. I can ' t on left. I have trouble speaking and understanding others.,Mediastinal Changes
"'I have been unwell for a. I a and night sweats. I also have a cold with a nose and a sore throat. I have swollen lymph nodes in my neck and elsewhere. They are hard and fixed, and growing fast. I think I might have or another condition.'",Mediastinal Changes
'I suffer from instability. I walk straight without falling. I too a lack speech of what say to. I have a headache that makes me sick. My vision is also. I see and sometimes nothing at all.',Mediastinal Changes
"'Have been feeling unwell for a long time. I have a fever and night. I also have a cold with a runny nose a sore throat. I have swollen lymph nodes neck elsewhere. They and fixed, and are growing fast. I think I might have lymphoma or another serious.'",Mediastinal Changes
Have a severe headache that and goes. feels someone is hammering my. I also have trouble seeing. I flashes of light and. I also have a weakness and in right side. I can ' t speak or understand others well.,Mediastinal Changes
"I this acute pain in my chest hurts more I breathe deeply, cough or lie flat. It ' s better when sit and lean forward. I have a, and.",Mediastinal Changes
"'I have been very sick lately. I a runny nose, a sore, and a fever. I also noticed lymph nodes are swollen all over body. are hard and painful touch. I am that might have cancer or something.'",Mediastinal Changes
'I also headache very. It makes me see flashes and spots. I also weakness and numbness my right arm and leg. I or others well.',Mediastinal Changes
'I have a severe disorder that causes me fall many. I also have a very bad. He makes me see the stars and dip. I also have in my left arm and my. I or others well.',Mediastinal Changes
"I have serious makes me a lot. I have a serious headache. makes me stars, . My left arm and legs weak and numb. I can ' t speak understand anyone else.",Mediastinal Changes
"Have run out of nostrils, and, behold, a great, have not my; and they are, I don ' t know where they come.",Mediastinal Changes
"I have this pain of stabbing in my, which gets worse when I cough or. It ' hard to breathe when lie down, I have to and lean forward. also have a fever and a cough. I feel my heart is accelerating and I ' m worried.",Mediastinal Changes
"I am many stumble against me, and have made all the head of the wicked. I have seen all the wickedness of in me (and I am with my arm ); I can ' t peace, there is no other man ' s.",Mediastinal Changes
"'I will not delight myself in any; neither I follow after me: and I say unto me, have and; I will go about the head them have understanding, I see them not.'",Mediastinal Changes
"'I have a fever and sweats few. I also have a cold with a runny nose and a sore throat. I have swollen lymph nodes in neck and. They are hard and fixed, and they are growing rapidly. I if I have lymphoma or serious disease.'",Mediastinal Changes
"'I have sharp and stabbed pains in my chest, which are worse when I lie down or cough. I have to sit and lean forward to feel better. I have pains in my back, neck and left shoulder. I have problems with coughing and breathing when I lie down. I feel very tired and anxious. My legs are burning and swollen.'",Mediastinal Changes
Have a headache that comes and. feel like someone ' s my skull. I have difficulty. I see flashes of light and color. I also have weakness and numbness my right.,Mediastinal Changes
"'The past few weeks, I have had sweats and a fever. I also have a bad cold with a runny nose and a sore. When I checked, I felt lumps that were hard and growing. I think they are swollen nodes. be lymphoma?'",Mediastinal Changes
"I have a week with serve, and in the night season, and in the cold, and in the of my neck: there is a wind; am so that can ' t my neck, there is none else; ' t.",Mediastinal Changes
"'I have had a and night sweats for a while. I also have a cold with a runny nose and throat. I have swollen lymph nodes my neck and other places. They are hard and painful, and they are rapidly. wonder have lymphoma or disease.'",Mediastinal Changes
'Also have a loss of vision. in corners of my vision. also have a weakness numbness in sides of my face. I speaking and understanding others.',Mediastinal Changes
"For I have on every head of all flesh, and on them have him: and I have caused to be shown, and I don ' the my heart; neither I spoken as a man my face, and shall I see another man ' s.",Mediastinal Changes
"I have a stab wound in my, and when I down or take a deep breath, the pain increases. sit down and bend. left has and cough. I ' very and my heart beats very. My body is also very high.",Mediastinal Changes
"I ' ve been having this pain in my that ' s sharp and stabbing. It worse cough, swallow, or lie. I feel more comfortable when I sit and lean forward. I also have trouble breathing when lie down. I have a dry and fever. Sometimes I my heart beating fast and I get nervous.",Mediastinal Changes
I have a severe coming going. It looks like someone my. I have trouble. I of light and. I also have weakness and numbness in right side. I can ' t talk or understand others well.,Mediastinal Changes
"I have had a fever and night sweats for a while. I also have a cold with a runny nose and a sore throat. I have swollen lymph nodes in my neck and other places. They are hard and sore, and they are growing rapidly. I wonder if I have lymphoma or another serious disease.",Mediastinal Changes
I have weakness in my left arm my leg. I can ' t move them. I also a very bad headache. makes dizzy nauseous. I also have of vision. I can ' t see anything left.,Mediastinal Changes
"I have had a fever and night sweats for a few weeks. I also have a cold with a runny nose and a sore throat. I have swollen lymph nodes in my neck and other areas. They are hard and fixed, and they are growing rapidly. I wonder if I have lymphoma or another serious disease.",Mediastinal Changes
"'I have been feeling sick for a long time. I have a fever night sweats. I also a cold with a runny nose and throat. I have lymph nodes in my neck other parts my body. They are hard and, and growing fast. I think I might have lymphoma or another serious condition.'",Mediastinal Changes
Have a and numbness in my left arm and leg. I can ' t move them well. I also have a headache that. It makes me dizzy and nauseous. I also have a vision. can ' t anything on my left side. have trouble speaking and understanding others.,Mediastinal Changes
"'I have with nose, sore throat, a. I also swollen lymph nodes all over body. They are hard and fixed, and they are growing fast. I am worried I have cancer or lymphoma.'",Mediastinal Changes
"'Though I had made me, kissed, I kissed my head. all the evil things that on head, and there was no in heart. I don \' t know that is strength in my heart. ""'",Mediastinal Changes
"I ' ve been feeling for a, have a fever and night, and I have a cold with a and a ulcer the throat, and I swollen the lymph nose in my neck and other parts of my. It ' s solid and painful, and ' s growing fast.",Mediastinal Changes
"'I have a runny nose, a sore throat, fever. I have swollen lymph my body. They are hard and fixed, they are quickly. am scared that I cancer or.'",Mediastinal Changes
Have a severe headache that comes and goes. It feels is hammering skull. I also have trouble seeing. see of light colors. I also have a weakness and numbness in my side. I can ' t or understand others well.,Mediastinal Changes
I have a constant that is very severe. It makes me sick. I also have a vision loss. I ' anything on my left side. I also a weakness and numbness in my left arm and leg. have difficulty speaking understanding.,Mediastinal Changes
I have a stab wound in my chest that gets when I down or breathe deep. ' m better when sit down and lean. I also feel pain my shoulder and a cough. ' m very worried and I a throb.,Mediastinal Changes
"I've been having this pain in my chest that's sharp and stabbing. It gets worse when I cough, swallow, or lie flat. I feel more comfortable when I sit up and lean forward. I also have trouble breathing when I lie down. I have a dry cough and a fever. Sometimes I feel my heart beating fast and I get nervous.",Mediastinal Changes
"'For I am not in my nose, as a rush on a fire. I am full of eyes, so that I can\'t cover my face. I can\'t go and see where I am, neither can I know where I came from?""'",Mediastinal Changes
"I feel like I've been stabbed in the chest, and it hurts even more when I cough, swallow or take a deep breath. Sit down and lean forward and feel better. It's hard to breathe when I lie down, and I have fever and dry cough, and I have anxiety and anxiety.",Mediastinal Changes
"'I have to sit and lean forward to feel better. also have back, neck and left shoulder. I have a dry cough breathing when I lie. I very and anxious. have fever and swelling of my legs and feet.'",Mediastinal Changes
"I have a pain in my chest hurts more when I cough, swallow breathe. It ' s easier up and lean forward. I have a dry cough, fever and anxiety. I have trouble breathing when I lie down. My legs and feet swollen.",Mediastinal Changes
Chest feels like it ' being stabbed a knife. It ' s worse when breathe or lie. I only get some when I sit up and bend forward. I also have pain in my left shoulder and a dry cough. I feel very anxious and I have palpitations. have a high temperature.,Mediastinal Changes
"'I have been feeling sick long. I have a fever and night sweats. I also have a cold with a runny nose and sore throat. I have lymph nodes neck and other parts of body. They hard and, and they are growing fast. I think I might have lymphoma or another serious condition.'",Mediastinal Changes
"It feels someone stabbing me in the. The pain worse I lie down or breathe deeply. I have sit up and bend forward to relieve pain. I have a, a dry cough and breathing. I ' m also very anxious and.",Mediastinal Changes
"My feels like it ' s being by a knife. It hurts more when I, swallow, or take deep breaths. It feels better when I sit up and lean forward. I have down. I have a fever and a dry cough. have palpitations and anxiety too.",Mediastinal Changes
Feel very numb my arm and leg. I can ' t move them properly. I also a constant headache that won ' t go away. My vision is blurry and I can ' t clearly. I don ' t what ' s me.,Mediastinal Changes
"'For I am not nose, a rush on fire. I am of eyes, so I can \' cover my face. can \' t go and see where am, can I know where I came from? ""'",Mediastinal Changes
"' been having this sharp stabbing chest pain that worse when cough, swallow lie flat. feels better when I up and lean. I also have trouble breathing, a dry cough, a fever and fatigue. My heart beating fast and irregularly.",Mediastinal Changes
"I came down with a cold a few days ago. I had a runny nose, a sore throat, and a fever. I also felt some swelling in my lymph nodes. They were all over my body, not just in my neck. They were hard and fixed, and they did not move when I pressed them. I was scared that it could be a sign of cancer.",Mediastinal Changes
My feels like I ' stabbed by a knife. It ' s when I deeply or down. I can only get some relief when sit down and lean forward. I also pain in left shoulder and a dry cough. feel very anxious and have palpitations. also have a high temperature.,Mediastinal Changes
I have constant migraine that is very severe. me dizzy and sick. also have a loss of vision. I ' t see anything on left side. have a weakness and numbness in my left arm and leg. I have speaking and others.,Mediastinal Changes
"'I sick a time, and a night; I full of heat, and a deep sleep: and I am become a whirlwind, and able to up in my loins; and they shall my body, and I shall not weary.'",Mediastinal Changes
"'I have had a fever and night sweats for a while. also have a cold with a runny and sore throat. I have swollen lymph nodes my other places. They are hard, and they rapidly. I wonder if I have lymphoma or another serious disease.'",Mediastinal Changes
"I have a stabbing pain in my chest that gets worse when I flat or breathe deeply. It ' better when I up bend forward. I also have pain in my, neck, and left shoulder. I have a cough and trouble I lie down. I feel very tired and anxious. have a fever swelling in my legs and feet.",Mediastinal Changes
"I have cold, a, a nose, a throat, a fever. I swollen lymph knots, ' re and painful, and they grow fast. ' m afraid ' cancer lymphoma.",Mediastinal Changes
"I feel like I ' ve been stabbed in the chest, and it hurts even more when, or take deep breath. Sit and lean forward and feel better. It ' s hard to breathe I down, and I have fever and, and I have and anxiety.",Mediastinal Changes
"I've got this sharp pain in my chest that hurts more when I breathe deeply, cough or lie flat. It's better when I sit up and lean forward. I have a dry cough, a fever and anxiety. I also have trouble breathing, palpitations and swelling in my legs and feet.",Mediastinal Changes
"'That which I have kept, and, behold, it is in my hand: if I sit still therein, I shall be full of wrath, yea, it shall bite me; I shall be bare upon my feet, and I shall bear my feet with heat.'",Mediastinal Changes
"'I have a nose, a sore, and fever. also have swollen lymph nodes throughout my. They are and painful, and they are quickly. I am scared cancer or lymphoma.'",Mediastinal Changes
"'I have had a and night sweats for a while. I also have a cold with a runny and sore throat. I have swollen lymph nodes in my neck places. They are painful, and growing rapidly. I wonder if I have lymphoma another serious disease.'",Mediastinal Changes
"'For I am in nose, as a a fire. I am full of, so that I can \' t cover face. \' t go and see where am, neither I know where I came from? ""'",Mediastinal Changes
I ' ve been having difficulty speaking lately. I can ' t form the words want to say. I also confused and forget things. have a headache that throbs my. My vision is affected. flashes of light and dark spots.,Mediastinal Changes
"I was a long time sick, and being dry, saw all with the storm. I didn ' hide my head at any time, I ' t put my neck, and I ' t take it.",Mediastinal Changes
'I have had a fever and night sweats for a while. I caught a cold with a runny nose and a sore. I noticed that lymph were and hard. They were growing rapidly and they did not move them. I if I had lymphoma or some other serious.',Mediastinal Changes
"Thought been long time, , a cold and cold: wouldn ' t have strength on my neck, if it were possible, I wouldn ' t have respect the face of any other man.",Mediastinal Changes
"Have to sit lean to better. I also have pain in my back, neck and shoulder. have dry cough and fever. I feel my heart beating and I ' afraid.",Mediastinal Changes
"I am and broken. can ' t with the arm of my soul. will make the head of the to lament, the head of the wicked. I do evil in the vision, and I will speak no more. I ' t speak the vision of this.",Mediastinal Changes
"'I have a runny nose, sore, and. have swollen lymph nodes my body. They are hard painful, and they are growing quickly. I am that I have cancer or.'",Mediastinal Changes
I have a headache that very painful. It makes me and sick. I also have a vision loss. I can ' t see anything center of my. also have a weakness and numbness both arms and legs. have speaking and understanding others.,Mediastinal Changes
"'I a and pain in my chest that hurts more when I flat or. I have to sit up and lean forward to feel better. I also have pain in my back, neck, and left shoulder. I have a dry cough trouble breathing when I lie down. I tired and anxious. I a fever and swelling my legs and feet.'",Mediastinal Changes
"'I was a little while the week, I was as a, and mine eyes as a: who hath cut off hair of my head as stone? why then I fast, I make my cease?'",Mediastinal Changes
"I have this stabbing pain in my chest that gets worse when I cough or swallow. It's hard to breathe when I lie down, so I have to sit up and lean forward. I also have a fever and a dry cough. I feel very anxious and tired.",Mediastinal Changes
"I went down with a cold a few days ago. I had watered nose, a sore throat fever. I felt a swelling in my lymph nodes. They were all my, not just in my neck. They hard and fixed, and they didn ' t move when I pressed them. was afraid it was sign of.",Mediastinal Changes
"There's a sharp pain in my back, neck and left shoulder. It hurts more when I take deep breaths or lie flat. I can't sleep well because of the pain and the trouble breathing. I'm also feeling some palpitations and swelling in my legs and feet.",Mediastinal Changes
"'Over the past weeks, I have been insecurity, balance and falling, and it has for me speak and understand what has been said me, sometimes acute pain in my head, leading to my loss of vision.'",Mediastinal Changes
"I feel like my chest's being stabbed with a knife, and it's worse when I lie down or breathe deep, I have to sit down and bow forward to ease the pain, and I also have dry cough, fever, anxiety, my legs, my legs, my ankles, my swollen ankles.",Mediastinal Changes
"'I like my chest is being stabbed with a, hurts me more when I cough, swallow, or take a breath, I feel better when I sit and lean forward, and find it hard to breathe when lie, also have a fever and a dry cough, and I also have and anxiety.'",Mediastinal Changes
"My feels like it ' s being stabbed by a. It hurts more when cough, swallow, or take breaths. It feels better when I up and lean forward. I have difficulty breathing I lie down. I also a fever and a dry. I have and anxiety.",Mediastinal Changes
"Thought to have been long time me, and to behold, a cold and: I wouldn ' t on my neck, if it were possible, wouldn ' have respect face of any other.",Mediastinal Changes
"'For the past few weeks, I have night and fever. I also have a bad cold a runny nose and a sore throat. I my, I felt lumps that hard and growing fast. I think they are swollen lymph nodes. it be lymphoma?'",Mediastinal Changes
I have a weakness in my left arm leg. I can ' t move well. I a of vision. I ' t see anything on my left side. I have talking and understanding others.,Mediastinal Changes
"'I have been feeling very sick lately. I have a runny nose, a sore throat, and a fever. also that swollen all over body. They are hard and painful to touch. am worried might have cancer or something.'",Mediastinal Changes
"'Have cold, an ulcer, a fever, and also lymph nodes my body.'",Mediastinal Changes
There ' s a sharp pain in my back and neck that doesn ' t go away. It hurts more deeply or lie flat my bed. I feel better when I myself up with some pillows. I ' ve been feeling very and have a low - fever. also noticed some swelling my ankles and feet.,Mediastinal Changes
"I have this stabbing pain in my that gets worse when I cough or swallow. It ' s to when I lie down, so have sit forward. I also have a fever and dry cough. Sometimes I feel my heart and I get anxious.",Mediastinal Changes
I have headache comes and. I like someone ' knocking at my skull. I also have difficulty seeing. I see flashes light. I also have and numbness on my right.,Mediastinal Changes
"My is sharp for me. have up a sword. I can ' t down. sit, and I am full of wrath.",Mediastinal Changes
I ' ve speaking lately. can ' t form words I want to say. I also get confused easily and forget things. I have severe headache that in my temples. My vision also affected. I flashes light and dark spots.,Mediastinal Changes
I feel very weak and in my right arm leg. I can ' move them properly. I also have a constant that won ' t go away. vision is blurry I can ' t. I don ' t know what ' wrong with.,Mediastinal Changes
"'I have to and lean forward feel. I also have pain in my back, neck and left shoulder. I have a dry cough and difficulty breathing when I lie down. feel and. I have fever swelling of my and.'",Mediastinal Changes
"I this stabbing in chest that gets worse when I cough or swallow. It ' s hard to when, so I have to sit up lean forward. I also have a fever and a dry cough. Sometimes feel my heart racing and I get.",Mediastinal Changes
"I am of, and of evil, and I ' t: I will of it; neither shall I the head of: I can ' see the vision, nor make supplication to me.",Mediastinal Changes
"My headaches are severe, my dizzyness makes me dizzy and. My left and my leg weak and, and I can ' t move them very well. I lose my eyesight. can ' t see on left side. It ' s hard to talk and understand people.",Mediastinal Changes
"My back, neck, shoulder are sore. I take a deep breath or lie down, gets worse. can ' t sleep well of and. feel a little vibrating and legs swell.",Mediastinal Changes
"I have a week with serve, and the season, and in the cold, and in my: there is a blasting; I am so that I ' t put on my neck, and there is none else; I ' repent.",Mediastinal Changes
"My so much, it ' s a severe pain and it gets worse when I lie or, I to sit and lean forward to feel better, I also pain in back, my neck, my left shoulder, I have a dry cough a fever, my beats and I feel scared.",Mediastinal Changes
"There is a stabbed pain in my chest that gets worse when breathe or lie down. It ' s better when sit down and. I also have in my back, neck and left shoulder. have a cough fever. I also have palpitations and.",Mediastinal Changes
"Yesterday I a terrible headache, I couldn ' anything, and I felt weak and. tried to talk my wife, but she that my words were and I felt very confused afraid.",Mediastinal Changes
There ' s a severe pain in my back my neck doesn ' t go away. It hurts when I breathe or lie on my bed. I feel better when I support with some. I so tired and have low fever. I noticed some in my ankle and feet.,Mediastinal Changes
"I ' ve a cold recently, my nose is inflamed, my is, fever is burning, my lymph lymph nodes are getting, hard, body is full of lymph nodes, it ' s not just the neck, it ' s, it ' s growing fast, I ' m afraid ' s cancer like that.",Mediastinal Changes
"'I a with a runny nose, a throat, and a fever. I also have swollen nodes my body. They are and, they are growing fast. I am worried that have cancer or lymphoma.'",Mediastinal Changes
I have severe unsteadiness that makes me fall down a lot. have that is very bad. makes me see stars out. I also have a and numbness in my arm and leg. I can ' t speak or understand others well.,Mediastinal Changes
"'I not in my nose, as rush on a fire. I am full of eyes, so that can \' t cover my face. I \' t go and I am, neither I I came from? ""'",Mediastinal Changes
I have a very painful headache. It makes me sweat and scared. I also have a loss of vision. I can't see anything in the center of my vision. I also have weakness and numbness in both arms and legs. I have difficulty talking and understanding others.,Mediastinal Changes
"I have a stabbing pain my chest gets when I lie flat or breathe deeply. It ' s better when I sit up and bend forward. I have pain in my back, neck, and left shoulder. I have a dry cough and trouble breathing when I down. I feel very tired and. I have and swelling in and feet.",Mediastinal Changes
"I went down with a cold a few days ago. I a nose, a sore throat and a fever. also felt a swelling in my lymph nodes. They were all over body, not just in my neck. They hard and, and they didn ' t move when I them. was afraid it a sign cancer.",Mediastinal Changes
There ' s a sharp pain in my back and neck that doesn ' t go away. more when I take deep breaths or lie flat my bed. I better when I prop myself up with some pillows. I ' ve been feeling and have a low - grade fever. I noticed swelling in my ankles and.,Mediastinal Changes
"'I saw, and, a stormy wind; and was grievous. saw, and behold, waste. There was no for my head; was there any of my head it, nor any strength stand before me.'",Mediastinal Changes
Have a severe makes stumble and trip. also have a that is very bad. makes me see and spots. I also have a weakness and numbness in my arm and leg. I can ' t speak or understand well.,Mediastinal Changes
I have a numbness in my left leg. I can ' t move them well. I also have headache that is very. It makes me dizzy and. I also have a loss of vision. don ' t anything on my left side. I it difficult to talk and understand others.,Mediastinal Changes
'Have disorder that me volatile and wobbly. also a very bad headache. It makes me colors and. I also have weakness and weight in arms. I cannot speak or understand others well.',Mediastinal Changes
"'I feel bad for a long time. I have fever and night. I also a cold with a running and throat. I have swollen lymph nodes in my neck and elsewhere. are hard and fixed, and grow up. I think could lymphoma or some other serious disease.'",Mediastinal Changes
I have a weakness and numbness in my arm and leg. I ' t them. I also have a is bad. makes me dizzy and nausea. I also have a loss of vision. I ' t see anything on my left side. find it difficult to talk and understand others.,Mediastinal Changes
I have a severe unsteadiness that makes me sway wobble. I headache that is very bad. makes me see and shapes. I also have a and numbness both arms legs. can ' t speak or understand others well.,Mediastinal Changes
"I am small and very. can ' over the right, or by the of his. I can ' t show wherever he goes. I don ' know where there is no vision.",Mediastinal Changes
"I also have swollen lymph nodes throughout my body. They're hard and fixed, and they grow up fast. I'm worried I have cancer or lymphoma.",Mediastinal Changes
"Yesterday had a headache, I couldn ' t see, and felt very weak and. I tried to talk my, but she that my words were vague and I very and afraid.",Mediastinal Changes
"I have, ,, a great and burning, and have not trodden belly; and they are, I don ' t know where they come from.",Mediastinal Changes
"'I have feeling unwell for a long time. I have night sweats. I also a cold with runny nose and a sore throat. I swollen lymph nodes in my and elsewhere. They are hard and, and they are growing fast. I think I might have or another serious condition.'",Mediastinal Changes
"'For I am not my, as a rush on a fire. I am full of eyes, so that can \' t my face. I \' t go and see where I am, know where from? ""'",Mediastinal Changes
"I've been feeling very uncomfortable lately with my nose, my throat, my fever, my lymph swollen, my touch is difficult and painful, and I fear that I may have cancer.",Mediastinal Changes
"My chest hurts a lot. It's a sharp and stabbing pain that gets worse when I swallow, cough or lie down. It feels better when I sit up and lean forward. I have a fever, a dry cough and anxiety. I also have trouble breathing and palpitations.",Mediastinal Changes
"I laid my breath on shoulder, was faint. When I down, what taken. grew up on, and I didn ' t yield it. Indeed, when I bear it my shoulder, I was weary.",Mediastinal Changes
"My chest hurts a lot. It ' a sharp and stabbing that gets worse when down or cough. I have to sit up and lean forward to feel. I also have pain in my back, neck, and shoulder. I dry cough and a fever. I feel my heart pounding and I.",Mediastinal Changes
"'I have a cold a runny nose, sore, a fever. I also have swollen lymph nodes all my body. They are hard and painful, they are fast. I am worried that I or.'",Mediastinal Changes
"I feel like someone's stabbing me in the chest, the pain is worse when I lie down or breathe deeply, I have to sit and lean forward to ease the pain, I have fever, dry cough, breathing problems, I'm also very worried and tired.",Mediastinal Changes
"'When I a little while the, was burning as a tempest, and mine eyes as a: cut off the my head as a? why then I fast, that I should make my head cease?'",Mediastinal Changes
"I ' ve been having pain in my chest that ' sharp and stabbing. It gets worse when cough, , or lie flat. I feel more comfortable when I sit up and lean forward. I also have trouble I lie down. I have a dry cough fever. Sometimes feel my heart fast and I get nervous.",Mediastinal Changes
"I ' ve got this sharp pain in my chest that hurts more when, swallow, or lie. It ' s better when I sit up and lean forward. I have breathing when I down. have a dry cough and a fever. also my heart racing I get nervous.",Mediastinal Changes
"I ' ve been sick a long time. I have fever and night sweats. also a cold with rough nose and a painful throat. I felt bumps in my and other parts my body. They were swollen lymph nodes. They were hard and fixed, and they grew up fast. I it could be lymphoma or another.",Mediastinal Changes
I from severe unsteadiness. can ' t walk straight without falling over. I also have trouble speaking understanding what people say to me. I have terrible headache that nauseous. My vision is also impaired. I double nothing at.,Mediastinal Changes
"'Feel like my chest is stabbed with a knife, it hurts more when I cough, swallow, or take a deep breath, I feel better when I sit and forward, and I find it hard to when I lie down, I also have a fever and a dry, I a and anxiety.'",Mediastinal Changes
"Chest hurts lot. It ' s a sharp and stabbing pain that gets when I lie down or cough. I have to sit up and lean forward to feel better. also have pain in my, neck, left shoulder. I have a dry cough a fever. I my heart and I get.",Mediastinal Changes
There ' s a sharp in my back and neck doesn ' go. It hurts more when I take deep or lie flat on my bed. I feel better prop myself up with some pillows. I ' ve been feeling very tired and I have a - grade fever. I also noticed some in my and feet.,Mediastinal Changes
"'I my chest is stabbed with a knife, it hurts me more when I cough, swallow, or take a deep breath, I feel better I sit and lean forward, and I find it hard to breathe when down, I also have a a dry cough, also have a beating and anxiety.'",Mediastinal Changes
I have weakness and numbness in both and legs. I ' t move it well. I also a very bad. It me sweat shake. I also a loss of. I ' see anything in the center of my vision.,Mediastinal Changes
"I have acute chest pain that hurts more when I cough, swallow or breathe deeply. It's easier when I sit down and lean forward. I also have a dry cough, fever and anxiety. I find it difficult to breathe when I lie down. My legs and feet are swollen.",Mediastinal Changes
"'I said, ""It is a sharp sword, a punishment for the herbs of the field,"" and when I sat on it. When I sat on it, I am better than that I should sit still. Yes, my heart and my spirit is consumed with heat and my heart.'",Mediastinal Changes
"'There is a light in the night, and cold in the night; but I am like a storm. There is no place in me; I shall not be healed, neither shall there be any remaining; and if they hear me, I shall be dismayed.'",Mediastinal Changes
Have a terrible that doesn ' t go. It makes me and faint. I also have vision loss. I ' t see anything on my right side. I have a weakness and numbness in right arm and leg. I can ' t speak or understand.,Mediastinal Changes
I have a pain in chest that gets worse when I flat or breathe. ' s better when I up and bend forward. also have pain in my left shoulder and a cough. I feel very anxious and I have. I a high temperature too.,Mediastinal Changes
"I cold, a nose, a nose, throat, a fever. have swollen lymph all over my body, ' re hard fixed, they grow. I ' m afraid I ' ve cancer or lymphoma.",Mediastinal Changes
"I feel like I ' ve been stabbed in the chest, and hurts even when I cough, swallow or take a breath. down and lean forward and better. It ' s hard to breathe when lie, and I have fever and dry, and have anxiety anxiety.",Mediastinal Changes
"I have, nose, a nose, a throat, . I have swollen knots all my, they ' re hard and fixed, and grow. I ' m afraid I ' ve got cancer or lymphoma.",Mediastinal Changes
"I feel like someone's stabbing me in the chest, the pain is worse when I lie down or take a deep breath, and I have to sit and lean forward to ease the pain, I have a fever, a dry cough, trouble breathing, I'm too worried and tired.",Mediastinal Changes
"'I have a, ulcer, fever, and also swollen lymph nodes all body.'",Mediastinal Changes
"'For all flesh has fallen on my, and have made sick, and I have caused him to been sick. I have been in a vision nor in vision; neither have I spoken to them, that I see a, and its;'",Mediastinal Changes
"My chest so much, ' s a severe pain and it gets worse when I down or cough, I to sit and lean forward to feel better, and I also pain in back, my neck, my left shoulder, I dry cough and fever, my heart and I feel scared.",Mediastinal Changes
"'I have pains in my chest, more pain when I lie down or when I breathe, better when I sit down, and pain in my back, neck and left shoulder. I have problems coughing and breathing when I lie down, and I feel very tired and anxious, and I have a fever and swollen legs.'",Mediastinal Changes
"'My chest feels stabbed by a knife. Pain is worse when I lie down or breathe deeply. I have to sit and bend forward to relieve pain. I also have a dry cough, fever and anxiety. My legs, feet and ankles are swollen.'",Mediastinal Changes
